age,diet,height,pets,sex,status
36,mostly anything,67,has dogs and has cats,f,single
29,NA,72,likes dogs and likes cats,m,single
24,mostly anything,68,has dogs and has cats,f,single
35,mostly anything,71,likes dogs and likes cats,m,single
33,NA,71,NA,m,single
32,mostly anything,72,likes dogs and likes cats,m,single
25,NA,67,has cats,f,single
22,mostly anything,63,likes dogs and dislikes cats,f,single
32,NA,68,NA,m,single
46,NA,70,likes dogs,m,single
25,strictly anything,71,likes dogs and likes cats,m,single
23,other,68,has dogs and has cats,f,single
24,NA,74,likes dogs and likes cats,m,single
30,NA,66,NA,m,single
27,mostly anything,75,NA,m,single
40,NA,64,likes dogs,f,single
29,strictly anything,62,likes dogs and has cats,f,single
29,mostly anything,63,likes dogs and has cats,f,single
35,mostly vegetarian,72,likes dogs,m,single
28,strictly vegetarian,73,likes cats,m,single
27,mostly anything,68,likes dogs,m,seeing someone
38,strictly anything,70,NA,m,single
21,NA,75,NA,m,single
24,NA,71,NA,m,single
22,mostly anything,70,likes dogs and likes cats,f,single
26,anything,69,has dogs and likes cats,m,single
28,NA,71,likes dogs and dislikes cats,m,single
39,anything,70,has cats,m,single
38,NA,67,NA,m,single
40,NA,69,likes dogs and has cats,m,single
22,NA,69,NA,m,single
25,anything,72,likes dogs and dislikes cats,m,single
32,NA,71,likes dogs and likes cats,m,single
28,anything,70,NA,m,available
41,mostly anything,72,likes dogs and dislikes cats,m,single
29,mostly anything,69,likes dogs and has cats,m,available
56,mostly anything,69,has dogs and likes cats,m,single
28,NA,65,NA,f,single
25,mostly anything,62,likes dogs and likes cats,f,single
27,anything,72,NA,m,single
30,mostly anything,70,likes dogs and likes cats,m,single
52,mostly anything,74,has dogs,m,single
34,NA,72,likes dogs and likes cats,m,single
56,anything,64,has dogs,f,single
37,strictly anything,63,likes dogs and has cats,f,single
56,mostly anything,71,NA,m,single
23,mostly anything,68,NA,m,single
21,NA,70,NA,m,single
26,NA,62,likes cats,f,single
31,NA,67,NA,m,single
29,mostly anything,63,likes dogs,f,single
21,mostly other,73,has dogs,m,single
50,NA,68,NA,f,single
39,mostly anything,65,likes dogs,f,single
29,anything,69,likes dogs and has cats,f,single
27,NA,62,likes cats,f,single
28,NA,71,likes cats,m,single
36,mostly anything,64,NA,f,single
27,NA,65,likes cats,f,single
40,mostly anything,64,likes dogs and dislikes cats,f,single
35,mostly vegetarian,69,NA,f,single
45,mostly anything,66,NA,f,single
43,mostly anything,68,likes dogs and likes cats,f,single
20,mostly anything,70,likes dogs and likes cats,f,single
38,anything,61,NA,f,single
36,NA,63,NA,f,single
46,NA,75,NA,m,single
31,mostly anything,70,likes dogs and dislikes cats,m,single
30,mostly anything,66,has dogs and likes cats,f,single
32,mostly anything,67,likes dogs and likes cats,f,single
19,strictly vegetarian,67,has dogs and has cats,f,single
26,anything,64,has dogs and has cats,f,single
63,NA,66,NA,f,single
28,NA,69,likes dogs and likes cats,f,single
22,strictly anything,77,has dogs and likes cats,m,single
27,anything,76,likes dogs and has cats,m,single
22,mostly other,68,likes dogs and likes cats,m,single
27,NA,64,NA,f,single
21,vegetarian,71,NA,m,seeing someone
24,NA,75,likes dogs,m,single
33,mostly anything,67,NA,m,single
22,anything,69,NA,m,single
33,anything,69,NA,m,single
32,NA,68,NA,m,single
35,NA,67,NA,f,single
42,strictly anything,70,likes dogs and likes cats,m,single
28,NA,70,likes dogs and likes cats,m,single
27,anything,74,likes dogs,m,single
29,mostly halal,72,likes dogs and likes cats,m,single
30,vegan,66,has cats,m,single
30,strictly anything,70,likes dogs and has cats,m,single
36,anything,73,likes dogs,m,single
30,mostly anything,68,likes dogs and likes cats,m,single
34,mostly anything,70,NA,m,single
31,NA,70,NA,m,single
34,NA,71,likes dogs,m,single
30,mostly anything,73,likes dogs,m,single
24,NA,69,NA,m,single
39,NA,72,likes dogs,m,single
34,other,70,likes dogs and has cats,m,available
41,strictly kosher,72,likes dogs and likes cats,m,single
34,NA,68,has dogs,f,single
19,NA,68,NA,f,single
26,mostly vegetarian,62,likes dogs and likes cats,f,single
40,mostly anything,65,likes dogs and likes cats,f,single
38,NA,70,likes dogs,f,single
39,NA,72,NA,m,single
42,NA,66,likes dogs and likes cats,f,single
38,mostly anything,65,likes dogs and likes cats,f,single
36,mostly vegetarian,69,likes dogs and likes cats,m,single
33,NA,72,likes dogs,m,single
24,anything,69,has dogs,f,single
37,NA,73,has cats,m,married
27,NA,72,likes dogs and likes cats,m,single
34,vegetarian,73,likes dogs and likes cats,m,single
42,strictly anything,74,likes dogs and has cats,m,seeing someone
38,mostly anything,73,has dogs,m,single
51,other,68,likes dogs and likes cats,m,single
23,strictly anything,73,likes dogs and has cats,m,single
43,NA,74,NA,m,single
29,NA,63,NA,f,single
26,mostly anything,62,likes dogs and likes cats,f,single
25,anything,68,likes dogs,f,single
32,mostly vegetarian,71,NA,m,single
37,NA,73,likes dogs and likes cats,m,single
42,mostly anything,72,likes dogs and likes cats,m,single
34,strictly anything,69,has dogs and likes cats,m,single
40,mostly anything,63,likes dogs,f,single
25,NA,67,likes dogs and has cats,f,single
24,mostly anything,69,NA,m,single
27,NA,68,NA,m,single
29,mostly anything,68,likes dogs and likes cats,f,single
32,anything,73,likes dogs and likes cats,m,single
23,mostly anything,61,likes dogs,f,single
28,strictly anything,70,NA,m,single
39,mostly anything,65,likes dogs and has cats,f,single
26,mostly anything,75,has dogs and has cats,m,single
31,strictly anything,75,has dogs and likes cats,m,single
26,NA,69,likes dogs,m,single
28,NA,64,likes dogs and likes cats,f,seeing someone
39,mostly anything,64,likes dogs and likes cats,f,single
24,mostly anything,67,likes dogs and likes cats,m,single
30,anything,72,NA,m,single
23,kosher,73,NA,m,single
46,anything,69,likes dogs and likes cats,m,single
28,NA,66,likes cats,m,single
21,mostly anything,68,likes dogs,m,single
27,strictly anything,73,likes dogs and has cats,m,single
25,NA,61,likes dogs,f,single
33,NA,67,likes dogs and has cats,f,single
31,NA,65,has dogs,f,single
20,anything,73,NA,m,single
31,NA,68,likes dogs and likes cats,f,single
33,NA,70,likes dogs,m,single
37,mostly anything,72,likes dogs and likes cats,m,single
31,strictly anything,74,likes dogs and likes cats,m,single
26,mostly vegetarian,69,likes dogs and likes cats,f,single
43,NA,74,likes dogs and likes cats,m,single
36,mostly anything,61,likes dogs,f,single
33,NA,66,NA,f,single
48,anything,70,likes dogs,m,single
39,anything,67,has dogs,f,single
32,mostly anything,67,likes dogs and dislikes cats,f,single
28,strictly vegetarian,64,NA,f,single
26,mostly anything,72,likes dogs and likes cats,m,single
21,NA,70,NA,m,single
30,NA,72,NA,m,single
43,strictly vegetarian,65,NA,f,single
46,mostly anything,65,has dogs,f,single
27,anything,74,NA,m,single
33,strictly vegetarian,65,NA,f,single
28,anything,71,likes dogs and dislikes cats,m,single
47,NA,73,NA,m,single
41,NA,69,likes dogs and likes cats,m,seeing someone
29,strictly anything,69,likes dogs,m,single
31,NA,61,NA,f,single
35,anything,70,NA,m,single
36,mostly anything,73,NA,m,single
42,NA,67,NA,m,single
53,mostly anything,61,likes dogs and likes cats,f,single
28,NA,68,likes dogs and has cats,m,single
37,anything,64,NA,f,single
28,mostly vegetarian,73,likes dogs and likes cats,m,single
28,strictly vegan,67,likes dogs and likes cats,m,single
28,anything,70,likes dogs and likes cats,f,single
51,anything,68,has cats,m,single
21,mostly anything,63,has dogs and has cats,f,single
54,NA,70,dislikes dogs and has cats,m,single
23,NA,63,NA,f,single
44,mostly anything,70,has dogs and likes cats,m,single
63,NA,69,has dogs and likes cats,m,single
24,NA,62,NA,f,seeing someone
44,NA,72,NA,m,single
28,anything,67,likes dogs,m,single
32,NA,65,NA,m,seeing someone
38,NA,72,likes cats,m,single
35,anything,75,NA,m,single
45,mostly anything,75,likes dogs,m,single
21,NA,67,likes dogs,m,single
63,NA,71,NA,f,single
27,mostly vegetarian,75,NA,m,single
30,NA,70,NA,m,single
62,NA,75,dislikes dogs and has cats,m,single
28,NA,69,has dogs,m,single
28,mostly anything,55,likes dogs and has cats,f,single
33,NA,69,has dogs and has cats,f,single
42,NA,63,has dogs,f,single
19,mostly anything,70,likes dogs and likes cats,m,single
34,mostly anything,67,NA,m,single
46,mostly anything,69,NA,m,single
27,NA,67,NA,f,single
22,mostly vegetarian,66,NA,f,single
27,NA,72,NA,m,single
39,mostly anything,65,NA,f,single
42,NA,76,has cats,m,single
39,NA,62,NA,f,single
38,mostly anything,68,likes dogs and has cats,f,single
34,mostly anything,69,NA,m,single
24,NA,61,NA,f,single
26,NA,66,likes dogs and likes cats,m,single
31,mostly anything,64,likes dogs and likes cats,f,single
33,mostly anything,66,NA,f,single
20,anything,74,likes dogs and likes cats,m,single
32,NA,67,NA,m,single
28,NA,63,has dogs,f,single
26,NA,67,likes dogs and likes cats,m,single
26,mostly vegetarian,68,NA,m,single
66,mostly anything,68,likes dogs,m,single
28,mostly vegetarian,72,likes cats,m,single
31,NA,66,NA,f,single
30,mostly anything,66,NA,f,single
36,mostly anything,66,likes dogs and likes cats,m,single
30,anything,68,NA,f,single
48,NA,68,has dogs,f,single
39,NA,61,NA,f,single
20,mostly anything,64,NA,f,single
27,mostly anything,72,likes dogs and dislikes cats,m,single
36,anything,65,likes dogs and has cats,f,single
53,mostly anything,61,likes dogs and likes cats,f,single
40,NA,69,NA,m,single
36,mostly anything,66,likes dogs and has cats,m,single
32,NA,62,NA,f,single
42,anything,67,has dogs,m,single
24,NA,69,NA,m,single
24,mostly anything,67,likes dogs and likes cats,f,single
23,anything,68,NA,f,single
27,mostly vegetarian,62,likes dogs and has cats,f,single
25,mostly vegetarian,65,likes dogs and dislikes cats,f,single
28,mostly anything,65,has dogs,f,single
25,anything,69,has dogs and dislikes cats,f,single
30,strictly anything,67,NA,f,single
23,anything,66,likes dogs and likes cats,f,seeing someone
24,NA,63,NA,f,single
28,NA,66,likes dogs,f,single
55,anything,66,NA,f,single
20,mostly anything,68,NA,f,single
51,anything,66,NA,f,single
30,mostly anything,68,likes dogs,f,single
23,mostly anything,64,likes dogs,f,single
30,NA,65,likes dogs and has cats,f,single
27,anything,66,likes dogs and likes cats,f,single
22,NA,68,has dogs and likes cats,f,single
28,anything,64,NA,f,single
27,mostly anything,60,likes dogs,f,single
26,mostly vegetarian,64,NA,f,single
23,vegetarian,65,has dogs,f,single
25,anything,67,likes dogs and likes cats,m,single
41,NA,71,NA,m,single
46,mostly anything,68,has dogs and likes cats,f,single
44,anything,69,has dogs and has cats,m,single
29,mostly vegetarian,62,likes dogs and dislikes cats,f,single
26,mostly anything,72,NA,m,single
43,NA,71,likes dogs and likes cats,f,single
34,NA,64,likes dogs,f,seeing someone
30,NA,60,NA,f,single
25,NA,67,has dogs and likes cats,m,single
25,NA,62,has dogs and likes cats,f,single
30,NA,64,likes dogs,m,single
31,mostly anything,75,dislikes dogs and likes cats,m,single
24,NA,64,likes dogs and likes cats,f,single
26,NA,67,likes dogs and likes cats,f,single
48,NA,68,NA,f,single
27,mostly anything,66,has dogs,f,single
19,strictly vegetarian,61,NA,f,single
41,anything,65,has dogs,m,single
27,strictly anything,63,NA,f,single
30,NA,72,likes dogs and likes cats,m,single
29,strictly anything,62,likes dogs,f,single
26,NA,70,likes dogs and likes cats,m,single
25,anything,64,NA,m,single
25,NA,67,has dogs and has cats,f,single
34,mostly anything,67,likes dogs,m,single
34,NA,71,likes dogs,f,single
45,mostly anything,64,likes dogs,f,single
32,mostly anything,64,has dogs,f,single
30,NA,71,likes dogs and likes cats,m,single
42,mostly anything,63,likes dogs and likes cats,f,single
30,mostly anything,70,NA,m,single
36,NA,64,NA,f,single
30,NA,65,has dogs,m,single
26,anything,65,likes dogs and has cats,f,single
29,mostly vegetarian,68,likes dogs and has cats,f,single
28,anything,72,has dogs and likes cats,f,single
32,mostly vegetarian,71,likes dogs and has cats,f,single
29,mostly anything,68,NA,f,single
25,mostly anything,70,NA,m,single
33,anything,66,NA,f,single
22,anything,68,likes dogs,m,single
22,mostly anything,66,NA,m,single
30,mostly anything,70,NA,m,single
46,NA,66,NA,m,single
42,anything,72,NA,m,single
33,NA,70,has dogs and likes cats,m,single
41,NA,63,likes dogs and has cats,f,single
43,NA,70,likes dogs,m,single
26,mostly anything,69,NA,m,single
37,NA,72,likes dogs and likes cats,m,single
22,NA,66,likes dogs and likes cats,m,single
38,anything,67,has dogs,m,single
36,NA,67,NA,f,single
26,mostly anything,70,NA,m,single
24,anything,73,NA,m,single
34,mostly anything,65,NA,f,single
42,NA,69,NA,m,single
22,anything,74,likes dogs and likes cats,m,single
32,NA,71,NA,m,single
27,NA,72,likes dogs,m,single
25,mostly vegetarian,68,likes dogs and likes cats,m,single
19,mostly vegetarian,72,has dogs and has cats,m,single
27,strictly anything,76,likes dogs,m,single
37,mostly anything,74,likes dogs and likes cats,m,single
24,mostly anything,66,likes dogs,m,single
32,mostly anything,69,NA,m,single
48,NA,64,dislikes cats,f,single
24,NA,68,likes dogs and likes cats,m,single
20,NA,60,NA,f,single
21,mostly anything,67,likes dogs and likes cats,f,single
36,mostly anything,70,likes dogs,m,single
26,NA,64,likes dogs and likes cats,f,single
27,strictly anything,68,likes dogs and dislikes cats,m,single
26,mostly anything,65,likes dogs,f,single
27,mostly anything,63,has dogs,f,single
55,mostly anything,66,NA,f,single
30,mostly anything,73,NA,m,single
24,strictly anything,67,NA,f,single
26,mostly anything,66,likes dogs and likes cats,f,single
24,NA,69,likes dogs and dislikes cats,f,single
25,mostly anything,68,has dogs,m,single
25,anything,73,likes dogs and likes cats,m,single
30,mostly anything,81,likes dogs and likes cats,m,single
26,NA,72,NA,m,single
50,mostly anything,72,NA,m,single
46,NA,63,likes dogs,f,single
27,anything,71,has dogs and likes cats,m,single
22,NA,66,NA,f,single
22,NA,68,NA,f,single
52,NA,61,NA,f,single
32,mostly anything,77,likes dogs and likes cats,m,single
26,mostly anything,65,likes dogs and has cats,f,single
23,mostly vegetarian,65,likes dogs and likes cats,f,single
31,anything,60,NA,f,single
28,mostly anything,73,NA,m,single
24,NA,71,has dogs,m,single
29,mostly vegetarian,72,NA,m,single
25,mostly vegetarian,67,likes dogs and likes cats,f,single
23,NA,67,has dogs and has cats,f,single
27,mostly anything,71,likes dogs and likes cats,m,single
44,mostly vegetarian,63,has dogs and likes cats,f,single
20,mostly anything,67,likes dogs and likes cats,m,single
51,NA,58,NA,m,single
29,mostly anything,66,likes dogs and likes cats,f,single
38,strictly anything,74,has dogs and has cats,m,single
26,mostly anything,61,dislikes dogs and dislikes cats,f,single
24,NA,64,likes dogs and likes cats,f,single
46,strictly anything,73,has dogs,m,single
42,mostly anything,67,has dogs and dislikes cats,m,single
44,mostly vegetarian,67,has dogs and dislikes cats,f,single
21,NA,69,NA,m,single
34,anything,69,NA,m,single
27,mostly anything,68,likes dogs and likes cats,m,single
23,NA,67,NA,f,single
24,NA,75,likes dogs and has cats,m,single
41,NA,68,has dogs and has cats,f,seeing someone
25,mostly anything,70,likes dogs and dislikes cats,m,single
28,anything,73,likes dogs,m,single
30,mostly anything,70,likes dogs,m,single
21,other,71,likes dogs and likes cats,f,single
30,mostly other,70,NA,m,single
25,strictly anything,70,NA,m,single
25,strictly anything,74,NA,m,single
41,NA,59,NA,f,single
38,NA,69,likes dogs and likes cats,m,single
27,anything,67,likes dogs,f,single
27,NA,66,likes dogs and has cats,m,single
56,NA,66,likes dogs and has cats,f,single
24,strictly anything,66,NA,f,single
27,NA,64,NA,f,single
26,anything,71,NA,f,single
34,mostly anything,68,likes dogs and likes cats,m,single
30,mostly anything,74,likes dogs and likes cats,m,available
39,NA,63,likes dogs and has cats,f,single
45,mostly anything,73,NA,m,single
24,strictly anything,75,NA,m,single
21,anything,64,has dogs and likes cats,f,single
29,NA,69,likes dogs and dislikes cats,f,single
23,anything,63,likes dogs,f,single
32,mostly anything,72,has dogs,m,single
24,mostly anything,68,likes dogs and likes cats,f,single
36,strictly anything,73,likes dogs,m,single
26,mostly anything,65,likes dogs,f,single
23,mostly vegetarian,69,likes dogs and has cats,f,single
26,NA,64,NA,f,single
32,mostly anything,66,NA,m,single
21,NA,68,NA,m,single
24,NA,69,likes dogs and dislikes cats,m,single
63,NA,64,likes dogs and has cats,f,single
24,NA,68,NA,m,single
45,mostly anything,67,NA,f,single
33,NA,72,NA,m,single
21,mostly anything,65,has dogs,f,seeing someone
34,NA,66,NA,f,single
53,mostly anything,73,likes dogs,m,single
36,NA,68,likes dogs and dislikes cats,f,single
